category,brand,name,price,unit,photo_url,description
Силові та сонячні кабелі,—,"Комплект силових кабелів 25 мм 50см, 2 шт., мідь, мідні накінечники М10",388,грн,assets/images/products/151852_1.jpg,"Комплект силових кабелів 25 мм² 50 см, 2 шт., мідь, мідні накінечники М10 Комплект силових кабелів 25 мм² використовується для підключення акумуляторних батарей до інвертора та іншого обладнання системи. Це готовий комплект із двох силових кабелів для підключення акумулятора в системах автономного та резервного живлення. Мідний силовий кабель має переріз 25 мм² та довжину 50 см. Кабелі оснащені мідними наконечниками М10, що дозволяє підключати їх до обладнання з відповідними контактними з'єднаннями. Комплект кабелів 2 шт. зручно використовувати для підключення акумуляторної батареї до інвертора та іншого обладнання системи. Готовий комплект дозволяє виконати силове підключення без необхідності окремо підбирати кабелі та наконечники. Характеристики: переріз: 25 мм² довжина: 50 см кількість: 2 шт. матеріал кабелю: мідь наконечники: мідні М10 тип: комплект силових кабелів призначення: для підключення акумуляторних батарей"
Силові та сонячні кабелі,—,"Комплект силових кабелів 25 мм 1.5м, 2 шт., мідь, мідні накінечники М10",1406,грн,assets/images/products/151853_1.jpg,"Комплект силових кабелів 25 мм² 1,5 м, 2 шт., мідь, мідні накінечники М10 Комплект силових кабелів 25 мм² використовується для підключення акумуляторних батарей до інвертора та іншого обладнання системи. Це готовий комплект із двох силових кабелів для підключення акумулятора в системах автономного та резервного живлення. Мідний силовий кабель має переріз 25 мм² та довжину 1,5 м. Кабелі оснащені мідними наконечниками М10, що дозволяє підключати їх до обладнання з відповідними контактними з'єднаннями. Комплект кабелів 2 шт. зручно використовувати для підключення акумуляторної батареї до інвертора та іншого обладнання системи. Готовий комплект дозволяє виконати силове підключення без необхідності окремо підбирати кабелі та наконечники. Характеристики: переріз: 25 мм² довжина: 1,5 м кількість: 2 шт. матеріал кабелю: мідь наконечники: мідні М10 тип: комплект силових кабелів призначення: для підключення акумуляторних батарей"
Силові та сонячні кабелі,—,"Комплект силових кабелів 25 мм 75см, 2 шт., мідь, мідні накінечники М10",743,грн,assets/images/products/151854_1.jpg,"Комплект силових кабелів 25 мм² 75 см, 2 шт., мідь, мідні накінечники М10 Комплект силових кабелів 25 мм² використовується для підключення акумуляторних батарей до інвертора та іншого обладнання системи. Це готовий комплект із двох силових кабелів для підключення акумулятора в системах автономного та резервного живлення. Мідний силовий кабель має переріз 25 мм² та довжину 75 см. Кабелі оснащені мідними наконечниками М10, що дозволяє підключати їх до обладнання з відповідними контактними з'єднаннями. Комплект кабелів 2 шт. зручно використовувати для підключення акумуляторної батареї до інвертора та іншого обладнання системи. Готовий комплект дозволяє виконати силове підключення без необхідності окремо підбирати кабелі та наконечники. Характеристики: переріз: 25 мм² довжина: 75 см кількість: 2 шт. матеріал кабелю: мідь наконечники: мідні М10 тип: комплект силових кабелів призначення: для підключення акумуляторних батарей"
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity FLB48206WG1-H 51.2V 206Ah, з підігрівом, LiFePO4, 715х450х258, 91 кг",76170,грн,,
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: MUST PV19-6048EXP 48V 6 kW + Felicity FLB48314TG1-H 51.2V 314Ah,113022,грн,assets/images/komp/152675.jpg,"Комплект автономного енергоживлення MUST PV19-6048EXP 48V 6 kW + Felicity FLB48314TG1-H 51.2V 314Ah Комплект автономного енергоживлення MUST та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор MUST потужністю 6 кВт та акумулятор Felicity на 16,08 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. MUST PV19-6048EXP це гібридний інвертор потужністю 6 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Пікова потужність становить 12000 Вт. Вбудований MPPT-контролер працює в діапазоні 150-450 В і підтримує сонячні панелі потужністю до 6 кВт, максимальний струм заряджання 120 А. Є входи USB, RS485 і CAN, підтримується паралельна робота та підключення генератора. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLB48314TG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 314 А·год та запасом енергії близько 16,08 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Батарея оснащена функцією підігріву, що дозволяє коректно заряджати її за низьких температур. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: MUST PV19-6048EXP 6 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 6 кВт Кількість фаз: 1 Напруга АКБ: 48 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLB48314TG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 314 А·год Енергоємність: близько 16,08 кВт·год Підігрів: є BMS: є"
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: Must PV18-2012ECO, 12 В, 2 кВт+ Felicity FLA12100PG2 12.8V 100Ah",30050,грн,assets/images/komp/152696.jpg,"Комплект автономного енергоживлення Must PV18-2012ECO, 12 В, 2 кВт+ Felicity FLA12100PG2 12.8V 100Ah Комплект автономного енергоживлення MUST та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор MUST потужністю 2 кВт та акумулятор Felicity на 1,28 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. MUST PV18-2012 ECO це гібридний інвертор потужністю 2 кВт з номінальною напругою акумулятора 12 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Вбудований сонячний контролер MPPT дозволяє використовувати інвертор разом із сонячними панелями та акумулятором на 12 В. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLA12100PG2. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 12,8 В, ємністю 100 А·год та запасом енергії близько 1,28 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: MUST PV18-2012 ECO 2 кВт 12 В Тип: гібридний інвертор Номінальна потужність: 2 кВт Кількість фаз: 1 Напруга АКБ: 12 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLA12100PG2 Тип АКБ: LiFePO4 Номінальна напруга: 12,8 В Ємність: 100 А·год Енергоємність: близько 1,28 кВт·год BMS: є"
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: Must PV18-1012VPK, 12 В, 1000 Вт+ Felicity FLA12100PG2 12.8V 100Ah",26384,грн,assets/images/komp/152697.jpg,"Комплект автономного енергоживлення Must PV18-1012VPK, 12 В, 1000 Вт+ Felicity FLA12100PG2 12.8V 100Ah Комплект автономного енергоживлення MUST та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор MUST потужністю 1 кВт та акумулятор Felicity на 1,28 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. MUST PV18-1012VPK це гібридний інвертор потужністю 1 кВт з номінальною напругою акумулятора 12 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Номінальна потужність становить 1000 Вт. Вбудований сонячний контролер MPPT дозволяє використовувати інвертор разом із сонячними панелями та акумулятором на 12 В. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLA12100PG2. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 12,8 В, ємністю 100 А·год та запасом енергії близько 1,28 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: MUST PV18-1012VPK 1 кВт 12 В Тип: гібридний інвертор Номінальна потужність: 1 кВт Кількість фаз: 1 Напруга АКБ: 12 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLA12100PG2 Тип АКБ: LiFePO4 Номінальна напруга: 12,8 В Ємність: 100 А·год Енергоємність: близько 1,28 кВт·год BMS: є"
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: Must PV19-6048EXP 6 кВт 48 В + Felicity FLB48230WG1-H 51.2V 230Ah, з підігрівом",97325,грн,assets/images/komp/152699.jpg,"Комплект автономного енергоживлення Must PV19-6048EXP 6 кВт 48 В + Felicity FLB48230WG1-H 51.2V 230Ah, з підігрівом Комплект автономного енергоживлення MUST та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор MUST потужністю 6 кВт та акумулятор Felicity на 11,78 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. MUST PV19-6048EXP це гібридний інвертор потужністю 6 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Пікова потужність становить 12000 Вт. Вбудований MPPT-контролер працює в діапазоні 150-450 В і підтримує сонячні панелі потужністю до 6 кВт, максимальний струм заряджання 120 А. Є входи USB, RS485 і CAN, підтримується паралельна робота та підключення генератора. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLB48230WG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 230 А·год та запасом енергії близько 11,78 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Батарея оснащена функцією підігріву, що дозволяє коректно заряджати її за низьких температур. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: MUST PV19-6048EXP 6 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 6 кВт Кількість фаз: 1 Напруга АКБ: 48 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLB48230WG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 230 А·год Енергоємність: близько 11,78 кВт·год Підігрів: є BMS: є"
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48230WG1-H 51.2V 230Ah, з підігрівом",110331,грн,assets/images/komp/152701.jpg,"Комплект автономного енергоживлення Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48230WG1-H 51.2V 230Ah, з підігрівом Комплект автономного енергоживлення Felicity та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity потужністю 8 кВт та акумулятор Felicity на 11,78 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. Felicity IVEM8048-II це гібридний інвертор потужністю 8 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Модель має вбудований MPPT-контролер з двома PV-входами і підтримує підключення сонячних панелей загальною потужністю до 10 кВт, максимальний струм заряджання становить 150 А. Передбачена паралельна робота до 6 інверторів. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLB48230WG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 230 А·год та запасом енергії близько 11,78 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Батарея оснащена функцією підігріву, що дозволяє коректно заряджати її за низьких температур. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: Felicity IVEM8048-II 8 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 8 кВт Кількість фаз: 1 Напруга АКБ: 48 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLB48230WG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 230 А·год Енергоємність: близько 11,78 кВт·год Підігрів: є BMS: є"
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48314TG1-H 51.2V 314Ah,126029,грн,assets/images/komp/152278.jpg,"Комплект автономного енергоживлення Felicity IVEM8048-II 8 кВт 48 В + Felicity FLB48314TG1-H 51.2V 314Ah Комплект автономного енергоживлення Felicity підійде для будинку або іншого об'єкта, де потрібна потужна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity потужністю 8 кВт та акумуляторна батарея Felicity на 16 кВт·год, тому система дозволяє живити навантаження та накопичувати електроенергію для подальшого використання. Felicity IVEM8048-II — інвертор потужністю 8 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання. Модель підтримує роботу із сонячними панелями та дозволяє підключити фотомодулі загальною потужністю до 10 кВт. Максимальна напруга PV становить 500 В. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Максимальний струм заряджання становить 150 А. За потреби потужність системи можна збільшити — Felicity IVEM8048-II підтримує паралельне підключення до 6 інверторів. Для контролю основних параметрів роботи передбачений WiFi, що дозволяє відстежувати стан системи дистанційно. Для накопичення енергії використовується Felicity FLB48314TG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 314 А·год та запасом енергії близько 16 кВт·год. Такий акумулятор дозволяє зберігати електроенергію та використовувати її під час відключення мережі або в автономному режимі. Акумулятор оснащений вбудованою BMS, яка контролює основні параметри батареї та забезпечує її захист під час роботи. Передбачена можливість паралельного підключення акумуляторних блоків, тому за потреби ємність системи можна збільшити. Батарея також має комунікаційні інтерфейси для взаємодії з інвертором та контролю стану системи. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для автономного живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: Felicity IVEM8048-II 8 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 8 кВт Кількість фаз: 1 Напруга АКБ: 48 В Кількість MPPT: 2 Максимальна потужність сонячних панелей: 10 кВт Максимальний струм заряду: 150 А Максимальна кількість інверторів при паралельному підключенні: 6 ККД: до 94,5% WiFi: є Підключення генератора: є Робоча температура: від -10 до +50 °C Акумулятор: Felicity FLB48314TG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 314 А·год Енергоємність: 16 кВт·год Максимальний струм заряду: 160 А Максимальний струм розряду: 160 А Максимальна потужність заряду/розряду: 8 кВт Глибина розряду: ≥95% Ресурс: 8000+ циклів BMS: є Комунікація: CAN, RS485 Захист: автоматичний вимикач, запобіжник Можливість розширення: до 15 акумуляторних блоків паралельно"
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity FLB48100WG1-H 51.2V 100Ah LiFePO4, з підігрівом, LiFePO4, 650х450х174, 48.5 кг",39925,грн,assets/images/komp/152296.jpg,"Акумуляторна батарея Felicity FLB48100WG1-H 51.2V 100Ah LiFePO4, з підігрівом, LiFePO4, 650х450х174, 48.5 кг Felicity FLB48100WG1-H це літій-залізо-фосфатна акумуляторна батарея LiFePO4 ємністю 100 А·год та номінальною напругою 51,2 В. Акумулятор призначений для систем резервного та автономного живлення і для роботи разом з інвертором. Ємність 100 А·год дозволяє накопичувати енергію для живлення побутового та іншого обладнання під час відключень електроенергії. Номінальна енергоємність батареї становить близько 5,12 кВт·год, а напруга 51,2 В підходить для систем, розрахованих на 48 В. Батарея виконана за технологією LiFePO4, яка добре підходить для систем накопичення енергії з регулярними циклами заряджання та розряджання. Такий формат часто застосовують у домашніх системах резервного живлення, сонячних електростанціях та автономних енергетичних комплексах. Модель оснащена функцією підігріву, що дозволяє коректно заряджати акумулятор за низьких температур. Корпус має розміри 650 x 450 x 174 мм, вага акумулятора 48,5 кг. Батарею встановлюють у спеціально підготовленому місці або акумуляторній шафі з урахуванням простору для монтажу та обслуговування. Де використовується Акумулятор Felicity FLB48100WG1-H 100 А·год можна використовувати як джерело накопичення енергії у таких системах: • резервного живлення будинку або квартири • автономного електроживлення • роботи з інвертором • накопичення енергії від сонячних панелей • живлення обладнання під час відключень електроенергії Важливо: перед підключенням необхідно перевірити сумісність акумулятора з інвертором за напругою, параметрами заряджання та способом комунікації, якщо вона передбачена."
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity FLB48230WG1-H 51.2V 230Ah, з підігрівом, LiFePO4, 683х450х258, 91 кг",73928,грн,,
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity FLA48280 51.2V 280Ah LiFePO4, 480x1100x300, 135 кг",77516,грн,assets/images/products/152352_1.jpg,"Акумуляторна батарея Felicity FLA48280 51,2 В 280 А·год LiFePO4, 480 × 1100 × 300 мм, 135 кг Felicity FLA48280 – це літій-залізо-фосфатна акумуляторна батарея LiFePO4 ємністю 280 А·год та номінальною напругою 51,2 В. Акумулятор призначений для систем резервного та автономного живлення, а також для роботи разом з інвертором. Ємність 280 А·год дозволяє накопичувати енергію для живлення побутового та іншого обладнання під час відключень електроенергії. Номінальна енергоємність батареї становить 14,34 кВт·год, а напруга 51,2 В підходить для систем, розрахованих на 48 В. Акумулятор виконаний за технологією LiFePO4, яка добре підходить для систем накопичення енергії з регулярними циклами заряджання та розряджання. Такий формат часто використовують у домашніх системах резервного живлення, сонячних електростанціях та автономних енергетичних комплексах. Корпус має розміри 480 × 1100 × 300 мм, вага акумулятора становить 135 кг. Компактні розміри дозволяють встановлювати батарею в спеціально підготовленому місці або акумуляторній шафі з урахуванням необхідного простору для монтажу та обслуговування. Де використовується Акумулятор Felicity FLA48280 280 А·год можна використовувати як джерело накопичення енергії у таких системах: • резервного живлення будинку або квартири • автономного електроживлення • роботи з інвертором • накопичення енергії від сонячних панелей • живлення обладнання під час відключень електроенергії Важливо: перед підключенням необхідно перевірити сумісність акумулятора з інвертором за напругою, параметрами заряджання та способом комунікації, якщо вона передбачена."
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48314TG1-H 51.2V 314Ah,126029,грн,assets/images/komp/152365.jpg,"Комплект автономного енергоживлення Felicity IVEM8048-II 8 кВт 48 В + Felicity FLB48314TG1-H 51,2 В 314 А·год Комплект автономного енергоживлення Felicity підійде для будинку або іншого об'єкта, де потрібна потужна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity на 8 кВт та акумулятор Felicity на 16 кВт·год, тому система може не тільки живити навантаження, а й накопичувати електроенергію для подальшого використання. Felicity IVEM8048-II — це однофазний інвертор потужністю 8 кВт, розрахований на роботу з акумуляторними батареями напругою 48 В. Інвертор поєднує функції інвертора, зарядного пристрою та MPPT-контролера, тому може використовуватися як основа для автономної системи або резервного живлення. На виході формується чиста синусоїда з номінальною напругою 230 В. Інвертор має 2 MPPT-контролери та підтримує підключення сонячних панелей загальною потужністю до 10 кВт — по 5 кВт на кожну PV-струну. Максимальна напруга холостого ходу PV-входу становить 500 В, а діапазон MPPT — до 450 В. Максимальний сумарний струм заряду від сонячних панелей, мережі або генератора становить 150 А. За потреби потужність системи можна збільшити, об'єднавши до 6 інверторів паралельно. Для зберігання енергії використовується Felicity FLB48314TG1-H. Це акумулятор LiFePO4 з номінальною напругою 51,2 В, ємністю 314 А·год та запасом енергії 16 кВт·год. Він підтримує максимальний безперервний струм заряду та розряду до 160 А, а піковий струм може досягати 300 А протягом 15 секунд. Заявлений ресурс батареї — 8000+ циклів, а допустима глибина розряду становить не менше 95%. Для контролю роботи акумулятора передбачена вбудована BMS, а зв'язок з інвертором здійснюється через CAN або RS485. Батарея має ступінь захисту IP65, вбудований автоматичний вимикач, запобіжник та додаткову систему аерозольного пожежогасіння. Особливістю моделі FLB48314TG1-H є вбудований модуль підігріву, завдяки якому акумулятор можна заряджати при температурі до -20 °C. Акумулятор також має вбудовані Wi-Fi та Bluetooth, що дозволяє контролювати основні параметри його роботи дистанційно. За потреби систему можна розширити, підключивши до 32 акумуляторних блоків паралельно, збільшивши загальну енергоємність системи до 512 кВт·год. Вбудований Wi-Fi в інверторі дозволяє здійснювати моніторинг системи через мобільний застосунок. Felicity IVEM8048-II також підтримує роботу від електромережі або генератора, автоматичний перезапуск після відновлення мережі та запуск без підключеного акумулятора. Пікова ефективність інвертора становить 94,5%, а робочий діапазон температур — від -10 до +50 °C. Такий комплект інвертор + акумулятор вже містить основні компоненти системи автономного живлення. Його можна використовувати як систему резервного живлення 8 кВт для будинку, офісу, майстерні або іншого об'єкта, а за наявності сонячних панелей — для вироблення, накопичення та використання власної електроенергії. Завдяки великій ємності акумулятора комплект також підходить для автономного живлення будинку та тривалої роботи навантаження під час відключень електроенергії. Характеристики: Інвертор: Felicity IVEM8048-II Тип: гібридний інвертор Номінальна потужність: 8 кВт Кількість фаз: 1 Напруга АКБ: 48 В Кількість MPPT: 2 Максимальна потужність сонячних панелей: 10 кВт Максимальна кількість інверторів при паралельному підключенні: 6 ККД: до 94,5% WiFi: є Ступінь захисту: IP20 Робоча температура: від -10 до +50 °C Акумулятор: Felicity FLB48314TG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 314 А·год Енергоємність: 16 кВт·год Максимальний струм заряду: 160 А Максимальний струм розряду: 160 А Максимальна потужність заряду/розряду: 8,2 кВт Глибина розряду: ≥95% Ресурс: 8000+ циклів BMS: є Комунікація: CAN, RS485 Захист: автоматичний вимикач, запобіжник, аерозольне пожежогасіння Можливість розширення: до 32 акумуляторних блоків паралельно"
